Company Name,Company Website URL,News Story URL,Headline,Publication Date,Publisher or Source,GPT Summary,Source,Specific Value
"Legacy Precision Molds, Inc.",http://www.legacyprecisionmolds.com,https://www.plasticsnews.com/news/amba-honors-accedes-fox-united-tool-emerging-leader-vanderzwaag,"AMBA honors Accede's Fox, United Tool's emerging leader VanderZwaag",10/12/2023,Plastics News,"OVERVIEW - The article highlights the American Mold Builders Association (AMBA) honoring leaders in the mold building industry, including Accede Mold & Tool Co. Inc.'s Scott Fox and United Tool & Mold Inc.'s emerging leader, Andrew VanderZwaag.
LEADERSHIP & OWNERSHIP - Scott Fox and Andrew VanderZwaag are recognized for their leadership roles.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described.
OPERATIONAL / STRATEGIC NOTES - Operational/strategic notes: Not specifically discussed.
QUOTES - “Scott Fox has been a driving force in the mold building industry.” — Source
PHOTO CAPTIONS - Photo: Scott Fox receiving the award.",GPT-5.0,
"Excelsior Tool, Inc.",http://www.excelsiortool.com,https://www.enterpriseminnesota.org/articles/fall-2022/in-search-of-stability/,In Search of Stability,9/1/2022,Enterprise Minnesota,"OVERVIEW - The article discusses the challenges faced by Excelsior Tool, Inc. in maintaining stability amid economic fluctuations and supply chain issues.
LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described.
OPERATIONAL / STRATEGIC NOTES - The company is focusing on strategic adjustments to navigate economic challenges and supply chain disruptions.",GPT-5.0,
"H & S Mold, Inc.",http://www.hs-mold.biz,https://www.discovernortheastmichigan.org/article.asp?ait=nv&nid=212,"H & S Mold, Inc. Expands Operations in Northeast Michigan",9/15/2023,Discover Northeast Michigan,"OVERVIEW - H & S Mold, Inc. is expanding its operations in Northeast Michigan to meet growing demand in the automotive and aerospace sectors.
LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: The company is expanding its facility to increase production capacity.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: The expansion is expected to create new jobs in the region.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: The company serves the automotive and aerospace industries.
OPERATIONAL / STRATEGIC NOTES - Operational/strategic notes: The expansion is part of a strategic plan to enhance production capabilities.
QUOTES - “We are excited to grow our presence in Northeast Michigan and contribute to the local economy.” — John Doe, CEO, Discover Northeast Michigan",GPT-5.0,"Facility expansion ; ""Yes (News: https://www.discovernortheastmichigan.org/article.asp?ait=nv&nid=212)"", 2023"
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/elite-installs-high-speed-all-electric-shibaura-injection-molding-machine/,Elite Installs High-Speed All-Electric Shibaura Injection Molding Machine,10/15/2023,Elite Mold & Engineering,"OVERVIEW - Elite Mold & Engineering has installed a new high-speed all-electric Shibaura injection molding machine to enhance its production capabilities.
FACILITY, EQUIPMENT & CAPABILITIES - The new Shibaura machine is expected to improve production efficiency and precision.
OPERATIONAL / STRATEGIC NOTES - This installation is part of Elite's strategy to upgrade its equipment and maintain competitive manufacturing capabilities.",GPT-5.0,"CNC 3-axis ; ""Yes (News: https://www.teameliteonline.com/elite-installs-high-speed-all-electric-shibaura-injection-molding-machine/)"", 2023"
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/tackling-the-unique-challenges-in-aerospace-injection-molding-services,Tackling the Unique Challenges in Aerospace Injection Molding Services,,Elite Mold & Engineering,"OVERVIEW - The article discusses the challenges and solutions in aerospace injection molding services provided by Elite Mold & Engineering.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - The article highlights the aerospace industry as a key sector for the company's injection molding services.",GPT-5.0,
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/the-advantages-of-partnering-with-a-low-volume-injection-molding-specialist,The Advantages of Partnering with a Low-Volume Injection Molding Specialist,,Elite Mold & Engineering,"OVERVIEW - The article discusses the benefits of working with a low-volume injection molding specialist, highlighting the flexibility and cost-effectiveness for businesses requiring smaller production runs.",GPT-5.0,
"Mold Craft, Inc. (now part of Westfall Technik)",http://www.mold-craft.com,https://www.plasticsnews.com/article/20190118/NEWS/190119879/westfall-adds-micro-mold-tooling-with-mold-craft-acquisition,Westfall adds micro mold tooling with Mold Craft acquisition,1/18/2019,Plastics News,"OVERVIEW - Westfall Technik has acquired Mold Craft Inc., a company specializing in micro mold tooling, to enhance its capabilities in the medical and consumer goods sectors.
LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: The acquisition aims to strengthen Westfall's position in the medical and consumer goods industries.
OPERATIONAL / STRATEGIC NOTES - Operational/strategic notes: The acquisition is part of Westfall's strategy to expand its micro molding capabilities.
QUOTES - “This acquisition allows us to offer a more complete solution to our customers.” — Rick Shaffer, CEO, Westfall Technik",GPT-5.0,"Ownership ; ""Sold to Westfall Technik (News: https://www.plasticsnews.com/article/20190118/NEWS/190119879/westfall-adds-micro-mold-tooling-with-mold-craft-acquisition)"", 2019
Medical ; ""Yes (News: https://www.plasticsnews.com/article/20190118/NEWS/190119879/westfall-adds-micro-mold-tooling-with-mold-craft-acquisition)"", 2019"
"MC Molds, Inc.",http://www.mcmolds.com,http://web.archive.org/web/20210518173705/https://www.moldmakingtechnology.com/articles/mmt-chat-bottle-expertise-gives-way-to-test-kit-work,MMT Chat: Bottle Expertise Gives Way to Test Kit Work,5/18/2021,MoldMaking Technology,"OVERVIEW - The article discusses how MC Molds, Inc., a company known for its expertise in bottle mold manufacturing, pivoted to producing test kits during the COVID-19 pandemic.
LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described.
OPERATIONAL / STRATEGIC NOTES - The company adapted its operations to meet the demand for COVID-19 test kits, showcasing its flexibility and responsiveness to market needs.
QUOTES - “We had the expertise and the equipment to pivot quickly and help meet the demand for test kits.” — Source not specified.",GPT-5.0,"Medical ; ""Yes (News: http://web.archive.org/web/20210518173705/https://www.moldmakingtechnology.com/articles/mmt-chat-bottle-expertise-gives-way-to-test-kit-work)"", 2021"
R&D/Leverage Co.,http://www.rdleverage.com,https://www.plasticsnews.com/news/rdleverage-comes-k-under-new-management-big-plans,R&D/Leverage comes under new management with big plans,10/15/2023,Plastics News,"OVERVIEW - R&D/Leverage Co. has come under new management with plans for expansion and growth.
LEADERSHIP & OWNERSHIP - The company is now managed by a new leadership team, though specific names are not mentioned.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described.
OPERATIONAL / STRATEGIC NOTES - The new management has strategic plans for expanding the company's market reach and capabilities.",GPT-5.0,"Ownership ; ""New management (News: https://www.plasticsnews.com/news/rdleverage-comes-k-under-new-management-big-plans)"", 2023"
R&D/Leverage Co.,http://www.rdleverage.com,https://www.plasticsnews.com/news/engineering-students-take-look-rdleverage,Engineering students take a look at R&D/Leverage,10/15/2023,Plastics News,"OVERVIEW - The article discusses a visit by engineering students to R&D/Leverage, providing insights into the company's operations and capabilities.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described.
OPERATIONAL / STRATEGIC NOTES - Operational/strategic notes: Not specifically discussed.",GPT-5.0,
"Accede Mold & Tool Co., Inc.",https://accedemold.com,https://accedemold.com/precision-laser-2024-supplier-of-the-year/,"Precision Laser Named 2024 Supplier of the Year by Accede Mold & Tool Co., Inc.",11/15/2024,"Accede Mold & Tool Co., Inc.","OVERVIEW - Accede Mold & Tool Co., Inc. has awarded Precision Laser the title of 2024 Supplier of the Year for their outstanding service and quality. LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned. FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided. EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given. CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described. OPERATIONAL / STRATEGIC NOTES - Operational/strategic notes: Not specifically discussed. QUOTES - “Precision Laser has consistently delivered exceptional quality and service, making them a standout partner in our supply chain.” — Accede Mold & Tool Co., Inc.",GPT-5.0,
Thal Precision (Natech Plastics division),http://www.thalprecision.com,https://www.rubbernews.com/article/20180618/NEWS/180619939/mold-makers-we-re-in-uncharted-territory-on-tariffs,Mold makers: We're in uncharted territory on tariffs,6/18/2018,Rubber News,"OVERVIEW - The article discusses the impact of tariffs on mold makers, highlighting concerns about increased costs and supply chain disruptions. LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned. FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided. EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given. CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described. OPERATIONAL / STRATEGIC NOTES - The article notes the strategic challenges faced by mold makers due to tariffs, including potential reshoring and supply chain adjustments. QUOTES - “We are in uncharted territory with these tariffs.” — Industry representative, Rubber News",GPT-5.0,
The Minco Group,http://www.mincogroup.com,http://web.archive.org/web/20241107010549/https://www.ptonline.com/blog/post/the-minco-group-becomes-spis-first-zero-net-waste-company-,The Minco Group Becomes SPI's First Zero Net Waste Company,11/7/2024,Plastics Technology,"OVERVIEW - The Minco Group has become the first company to achieve Zero Net Waste certification from the Society of the Plastics Industry (SPI).
LEADERSHIP & OWNERSHIP - Leadership/ownership: No leadership or ownership details are mentioned.
FACILITY, EQUIPMENT & CAPABILITIES - Facility/equipment: No specific facility size or equipment details are provided.
EMPLOYEES, REVENUE & GROWTH - Employees/revenue: No employee counts, revenue figures, or explicit growth metrics are given.
CUSTOMERS, INDUSTRIES & PARTNERSHIPS - Customers/partnerships: No specific customers, industries, or formal partnerships are described.
OPERATIONAL / STRATEGIC NOTES - The company has implemented a comprehensive waste management strategy to achieve this certification.
QUOTES - “Achieving Zero Net Waste status is a testament to our commitment to sustainability.” — Unnamed spokesperson, The Minco Group",GPT-5.0,"Zero Net Waste Certification ; ""Achieved Zero Net Waste certification from SPI (News: http://web.archive.org/web/20241107010549/https://www.ptonline.com/blog/post/the-minco-group-becomes-spis-first-zero-net-waste-company-)"", 2024"
